# hbm_bytes per cuDF call, from an Nsight capture with GPU metrics on.
# The coordinates are records.tsv's, and joining on all of them is the point:
#   this file's TIMES are not usable — a capture costs the query ~7%, a heavy
#   scan ~11% — so it carries traffic, and the times come from a clean run.
# device_busy_us/device_idle_us are here as a READING of this capture, not as
#   a measurement to fit: idle inside a call is the device waiting through the
#   host prologue, and it says whether a thin sample count is a short call or
#   a stalled one.
# samples = GPU metric samples inside the call. Under ~10 the integral is an
#   estimate from too few points; a reader should weight or drop those rows.
dataset	sf	query	mode	node_seq	node_type	lane	recipe_seq	recipe_kind	call_index	run_index	hbm_read_bytes	hbm_write_bytes	hbm_bytes	samples	device_busy_us	device_idle_us
tpch	40	q6	bp-tp4-sized	1	GpuFilter	1	1	CudfFilter	1	1	1226032080	621413520	1847445600	34	1182	554
tpch	40	q6	bp-tp4-sized	1	GpuFilter	2	1	CudfFilter	2	1	1216434960	614215680	1830650640	34	1169	528
tpch	40	q6	bp-tp4-sized	1	GpuFilter	3	1	CudfFilter	3	1	1250024880	643007040	1893031920	35	1186	526
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	1	1792262160	2667999360	4460261520	1041	28957	23087
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	1	1768269360	2560031760	4328301120	1041	28943	23108
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	2	0	CudfScan	2	1	1821053520	2936718720	4757772240	1043	28916	23216
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	3	0	CudfScan	3	1	1789862880	2615215200	4405078080	1045	28965	23292
tpch	40	q6	bp-tp4-sized	6	GpuProject	0	8	CudfProject	0	2	0	0	0	1	1	11
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	2	0	2399280	2399280	1	5	31
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	2	2399280	0	2399280	5	45	217
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	2	0	0	0	0	1	13
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	2	0	0	0	0	1	16
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	2	11996400	11996400	23992800	5	56	211
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	2	2399280	0	2399280	1	1	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	2	4798560	4798560	9597120	5	47	219
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	2	0	0	0	0	1	11
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	2	4798560	2399280	7197840	6	46	213
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	2	0	0	0	0	0	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	2	0	2399280	2399280	5	46	210
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	2	83974800	100769760	184744560	12	247	378
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	2	71978400	86374080	158352480	11	245	335
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	2	115165440	117564720	232730160	12	246	334
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	2	81575520	93571920	175147440	11	246	335
tpch	40	q6	bp-tp4-sized	1	GpuFilter	0	1	CudfFilter	0	2	1223632800	631010640	1854643440	36	1172	608
tpch	40	q6	bp-tp4-sized	1	GpuFilter	1	1	CudfFilter	1	2	1242827040	623812800	1866639840	35	1183	582
tpch	40	q6	bp-tp4-sized	1	GpuFilter	2	1	CudfFilter	2	2	1218834240	619014240	1837848480	34	1169	538
tpch	40	q6	bp-tp4-sized	1	GpuFilter	3	1	CudfFilter	3	2	1233229920	638208480	1871438400	34	1186	522
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	2	1713085920	2480855520	4193941440	1039	28906	23041
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	2	1773067920	2543236800	4316304720	1042	28925	23170
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	2	0	CudfScan	2	2	1837848480	2574427440	4412275920	1044	28959	23262
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	3	0	CudfScan	3	2	1799460000	2555233200	4354693200	1047	28961	23382
tpch	40	q6	bp-tp4-sized	6	GpuProject	0	8	CudfProject	0	3	0	0	0	0	1	11
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	3	0	0	0	0	5	24
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	3	0	2399280	2399280	6	46	225
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	3	0	0	0	0	1	13
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	3	2399280	2399280	4798560	1	1	15
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	3	9597120	9597120	19194240	5	55	213
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	3	0	0	0	0	1	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	3	2399280	4798560	7197840	6	47	215
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	3	0	0	0	0	0	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	3	4798560	2399280	7197840	5	46	211
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	3	0	0	0	0	0	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	3	4798560	4798560	9597120	6	46	213
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	3	76776960	95971200	172748160	12	247	375
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	3	115165440	124762560	239928000	12	245	330
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	3	107967600	122363280	230330880	12	244	339
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	3	74377680	83974800	158352480	11	245	336
tpch	40	q6	bp-tp4-sized	1	GpuFilter	0	1	CudfFilter	0	3	1221233520	623812800	1845046320	36	1171	603
tpch	40	q6	bp-tp4-sized	1	GpuFilter	1	1	CudfFilter	1	3	1240427760	626212080	1866639840	35	1184	553
tpch	40	q6	bp-tp4-sized	1	GpuFilter	2	1	CudfFilter	2	3	1216434960	619014240	1835449200	34	1168	535
tpch	40	q6	bp-tp4-sized	1	GpuFilter	3	1	CudfFilter	3	3	1242827040	645406320	1888233360	34	1182	523
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	3	1830650640	2576826720	4407477360	1043	28956	23208
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	3	1979406000	2663200800	4642606800	1044	28900	23292
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	2	0	CudfScan	2	3	1799460000	2581625280	4381085280	1045	28949	23268
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	3	0	CudfScan	3	3	1905028320	2773567680	4678596000	1046	28971	23348
tpch	40	q6	bp-tp4-sized	6	GpuProject	0	8	CudfProject	0	4	0	0	0	0	1	11
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	4	2399280	0	2399280	1	5	24
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	4	4798560	2399280	7197840	5	46	214
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	4	0	0	0	0	1	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	4	0	0	0	0	1	17
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	4	11996400	11996400	23992800	5	55	210
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	4	0	0	0	0	0	13
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	4	9597120	7197840	16794960	5	46	214
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	4	0	0	0	0	1	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	4	2399280	2399280	4798560	5	46	211
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	4	0	0	0	0	0	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	4	7197840	4798560	11996400	5	45	210
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	4	67179840	83974800	151154640	12	245	381
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	4	117564720	122363280	239928000	12	242	332
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	4	76776960	93571920	170348880	11	245	326
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	4	103169040	107967600	211136640	12	248	323
tpch	40	q6	bp-tp4-sized	1	GpuFilter	0	1	CudfFilter	0	4	1214035680	623812800	1837848480	35	1172	583
tpch	40	q6	bp-tp4-sized	1	GpuFilter	1	1	CudfFilter	1	4	1233229920	623812800	1857042720	35	1182	560
tpch	40	q6	bp-tp4-sized	1	GpuFilter	2	1	CudfFilter	2	4	1211636400	616614960	1828251360	34	1170	541
tpch	40	q6	bp-tp4-sized	1	GpuFilter	3	1	CudfFilter	3	4	1226032080	626212080	1852244160	34	1184	542
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	4	1921823280	2672797920	4594621200	1045	28934	23352
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	4	1770668640	2684794320	4455462960	1049	28945	23478
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	2	0	CudfScan	2	4	1792262160	2675197200	4467459360	1044	28991	23211
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	3	0	CudfScan	3	4	1741877280	2560031760	4301909040	1046	28902	23403
tpch	40	q6	bp-tp4-sized	6	GpuProject	0	8	CudfProject	0	5	0	0	0	0	1	11
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	5	0	0	0	0	5	23
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	5	7197840	2399280	9597120	6	46	217
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	5	0	0	0	0	1	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	5	2399280	2399280	4798560	1	1	15
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	5	11996400	11996400	23992800	5	55	211
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	5	0	0	0	0	1	11
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	5	4798560	4798560	9597120	5	47	212
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	5	0	0	0	0	0	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	5	7197840	11996400	19194240	5	46	215
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	5	0	0	0	0	0	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	5	14395680	14395680	28791360	6	45	215
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	5	76776960	93571920	170348880	12	244	391
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	5	105568320	112766160	218334480	12	244	335
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	5	107967600	115165440	223133040	12	248	334
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	5	81575520	95971200	177546720	11	248	319
tpch	40	q6	bp-tp4-sized	1	GpuFilter	0	1	CudfFilter	0	5	1221233520	626212080	1847445600	35	1172	597
tpch	40	q6	bp-tp4-sized	1	GpuFilter	1	1	CudfFilter	1	5	1235629200	621413520	1857042720	35	1182	559
tpch	40	q6	bp-tp4-sized	1	GpuFilter	2	1	CudfFilter	2	5	1218834240	616614960	1835449200	34	1167	536
tpch	40	q6	bp-tp4-sized	1	GpuFilter	3	1	CudfFilter	3	5	1252424160	640607760	1893031920	35	1183	540
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	5	1775467200	2485654080	4261121280	1041	28957	23091
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	5	1801859280	2588823120	4390682400	1045	29026	23211
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	2	0	CudfScan	2	5	1787463600	2560031760	4347495360	1045	28927	23287
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	3	0	CudfScan	3	5	1799460000	2644006560	4443466560	1046	28902	23431
tpch	40	q6	bp-tp4-sized	6	GpuProject	0	8	CudfProject	0	6	0	0	0	1	1	11
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	6	0	0	0	1	5	24
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	6	2399280	2399280	4798560	5	45	219
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	6	0	0	0	0	1	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	6	0	0	0	0	1	16
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	6	11996400	11996400	23992800	5	54	212
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	6	0	0	0	0	1	11
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	6	9597120	7197840	16794960	5	46	212
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	6	0	0	0	0	0	11
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	6	4798560	2399280	7197840	5	47	212
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	6	0	0	0	1	0	14
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	6	2399280	2399280	4798560	5	46	213
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	6	95971200	107967600	203938800	13	245	393
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	6	81575520	93571920	175147440	11	244	338
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	6	98370480	112766160	211136640	12	247	342
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	6	100769760	105568320	206338080	12	249	322
tpch	40	q6	bp-tp4-sized	1	GpuFilter	0	1	CudfFilter	0	6	1221233520	623812800	1845046320	35	1176	585
tpch	40	q6	bp-tp4-sized	1	GpuFilter	1	1	CudfFilter	1	6	1235629200	628611360	1864240560	35	1182	558
tpch	40	q6	bp-tp4-sized	1	GpuFilter	2	1	CudfFilter	2	6	1221233520	623812800	1845046320	35	1167	542
tpch	40	q6	bp-tp4-sized	1	GpuFilter	3	1	CudfFilter	3	6	1242827040	645406320	1888233360	34	1175	532
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	6	1806657840	2641607280	4448265120	1041	28952	23132
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	6	1751474400	2526441840	4277916240	1043	28956	23160
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	2	0	CudfScan	2	6	1830650640	2852743920	4683394560	1044	28939	23262
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	3	0	CudfScan	3	6	1792262160	2610416640	4402678800	1043	28909	23238
tpch	40	q6	bp-tp4-sized	6	GpuProject	0	8	CudfProject	0	7	0	0	0	0	1	12
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	7	0	0	0	0	5	25
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	7	4798560	2399280	7197840	6	45	214
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	7	0	0	0	0	1	13
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	7	0	0	0	0	1	16
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	7	9597120	11996400	21593520	5	54	207
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	7	0	0	0	1	1	14
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	7	7197840	7197840	14395680	5	46	206
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	7	0	0	0	0	0	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	7	0	7197840	7197840	5	46	212
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	7	0	0	0	0	1	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	7	4798560	4798560	9597120	6	46	214
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	7	93571920	100769760	194341680	13	247	409
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	7	117564720	131960400	249525120	12	244	335
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	7	76776960	95971200	172748160	11	245	319
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	7	81575520	93571920	175147440	11	248	329
tpch	40	q6	bp-tp4-sized	1	GpuFilter	0	1	CudfFilter	0	7	1228431360	619014240	1847445600	36	1173	604
tpch	40	q6	bp-tp4-sized	1	GpuFilter	1	1	CudfFilter	1	7	1226032080	621413520	1847445600	35	1182	558
tpch	40	q6	bp-tp4-sized	1	GpuFilter	2	1	CudfFilter	2	7	1218834240	619014240	1837848480	34	1169	545
tpch	40	q6	bp-tp4-sized	1	GpuFilter	3	1	CudfFilter	3	7	1247625600	647805600	1895431200	35	1184	533
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	7	1720283760	2488053360	4208337120	1041	29010	23046
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	7	1780265760	2552833920	4333099680	1045	28997	23234
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	2	0	CudfScan	2	7	1837848480	2572028160	4409876640	1043	28892	23266
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	3	0	CudfScan	3	7	1794661440	2572028160	4366689600	1050	28926	23578
tpch	40	q6	bp-tp4-sized	6	GpuProject	0	8	CudfProject	0	8	0	0	0	1	1	11
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	8	0	0	0	1	5	25
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	8	2399280	0	2399280	5	46	218
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	8	0	0	0	0	1	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	8	0	0	0	0	1	16
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	8	11996400	11996400	23992800	5	55	208
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	8	0	0	0	1	0	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	8	4798560	4798560	9597120	5	47	214
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	8	0	0	0	0	1	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	8	2399280	4798560	7197840	5	47	214
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	8	2399280	0	2399280	1	0	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	8	2399280	7197840	9597120	5	45	213
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	8	117564720	122363280	239928000	13	245	376
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	8	83974800	95971200	179946000	11	244	337
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	8	76776960	93571920	170348880	11	245	321
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	8	79176240	93571920	172748160	11	247	333
tpch	40	q6	bp-tp4-sized	1	GpuFilter	0	1	CudfFilter	0	8	1223632800	628611360	1852244160	35	1173	596
tpch	40	q6	bp-tp4-sized	1	GpuFilter	1	1	CudfFilter	1	8	1233229920	628611360	1861841280	34	1185	540
tpch	40	q6	bp-tp4-sized	1	GpuFilter	2	1	CudfFilter	2	8	1211636400	619014240	1830650640	34	1165	537
tpch	40	q6	bp-tp4-sized	1	GpuFilter	3	1	CudfFilter	3	8	1228431360	623812800	1852244160	34	1184	519
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	8	1775467200	2545636080	4321103280	1043	28950	23208
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	8	1955413200	2711186400	4666599600	1045	28970	23287
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	2	0	CudfScan	2	8	1773067920	2543236800	4316304720	1047	28911	23424
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	3	0	CudfScan	3	8	1984204560	2795161200	4779365760	1046	28901	23394
tpch	40	q6	bp-tp4-sized	6	GpuProject	0	8	CudfProject	0	9	0	2399280	2399280	1	1	11
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	9	0	0	0	1	5	27
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	9	0	4798560	4798560	5	46	221
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	9	0	0	0	0	1	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	9	0	0	0	0	1	16
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	9	14395680	11996400	26392080	6	55	209
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	9	0	0	0	0	1	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	9	7197840	9597120	16794960	5	46	213
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	9	0	0	0	0	0	13
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	9	7197840	2399280	9597120	5	46	209
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	9	0	0	0	0	1	11
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	9	7197840	9597120	16794960	5	46	212
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	9	115165440	122363280	237528720	13	244	386
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	9	81575520	95971200	177546720	11	245	336
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	9	71978400	86374080	158352480	11	244	326
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	9	91172640	103169040	194341680	12	247	336
tpch	40	q6	bp-tp4-sized	1	GpuFilter	0	1	CudfFilter	0	9	1218834240	628611360	1847445600	35	1172	597
tpch	40	q6	bp-tp4-sized	1	GpuFilter	1	1	CudfFilter	1	9	1238028480	621413520	1859442000	35	1180	568
tpch	40	q6	bp-tp4-sized	1	GpuFilter	2	1	CudfFilter	2	9	1221233520	614215680	1835449200	34	1175	535
tpch	40	q6	bp-tp4-sized	1	GpuFilter	3	1	CudfFilter	3	9	1228431360	626212080	1854643440	35	1182	551
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	9	1823452800	2648805120	4472257920	1045	29014	23265
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	9	1777866480	2620013760	4397880240	1049	28944	23494
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	2	0	CudfScan	2	9	1811456400	2708787120	4520243520	1044	28911	23286
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	3	0	CudfScan	3	9	1758672240	2596020960	4354693200	1046	28954	23346
